valuation date,portfolio code,portfolio name,asset name,issuer,security,isin no,secname,quantity,market price,cost price,mktval,per,nav
20251031,064,UTI Retirement Fund,Equity Shares,Reliance Industries Ltd.,011501801,INE002A01018,EQ - RELIANCE INDUSTRIES LTD.,"548,404","1,486.4","1,187.5823259312","815,147,705.6",4.29,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Rossari Biotech Ltd,012155501,INE02A801020,EQ - ROSSARI BIOTECH LTD,"142,863",640.95,686.2952941629,"91,568,039.85",0.48,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Shivalik Bimetal Controls Ltd,012175101,INE386D01027,EQ - SHIVALIK BIMETAL CONTROLS LTD,"250,457",479.8,561.2161903241,"120,169,268.6",0.63,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Shriram Finance Ltd,010208201,INE721A01047,EQ - SHRIRAM FINANCE LTD,"407,478",748.9,364.194175931,"305,160,274.2",1.61,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Sp Apparels Ltd.,012135601,INE212I01016,EQ - S.P.APPARELS LTD,"103,685",739.55,396.3235759271,"76,680,241.75",0.4,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,State Bank Of India,010200901,INE062A01020,EQ - STATE BANK OF INDIA,"360,735",937,818.757677575,"338,008,695",1.78,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Sundaram Finance Ltd.,010212501,INE660A01013,EQ - SUNDARAM FINANCE LTD.,"37,968","4,594.5","3,414.7292788664","174,443,976",0.92,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Tata Capital Ltd.,012087101,INE976I01016,EQ - TATA CAPITAL LTD,"394,520",327.3,326,"129,126,396",0.68,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Tips Music Limited,012067501,INE716B01029,EQ - TIPS MUSIC LIMITED,"217,073",528.85,537.0336291478,"114,799,056.05",0.6,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Upl Ltd.,012048101,INE628A01036,EQ - UPL LTD.,"172,351",720.1,647.860807132,"124,109,955.1",0.65,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Vedanta Ltd,010802801,INE205A01025,EQ - VEDANTA LTD,"1,176,744",493.55,426.5506335193,"580,782,001.2",3.06,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Equity Shares,Wipro Ltd.,011909401,INE075A01022,EQ - WIPRO LIMITED,"1,780,704",240.67,248.8098387323,"428,562,031.68",2.26,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Invit,Irb Invit Fund,662185201,INE183W23014,INVIT - IRB INVIT FUND,"1,666,667",62.49,60,"104,150,020.83",0.55,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Mutual Fund Units,Nifty 10 Yr Benchmark G-Sec Etf,360077801,INF789F1AZF3,UTI Nifty 10 yr Benchmark G-Sec ETF,"1,765,000",26.02,24.27,"45,925,300",0.24,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Mutual Fund Units,Nifty 5 Yr Benchmark G-Sec Etf,360077701,INF789F1AZE6,UTI Nifty 5 yr Benchmark G-Sec ETF,"810,000",63.57,58.62,"51,491,700",0.27,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Mutual Fund Units,Uti - Nifty 50 Etf,360056101,INF789F1AZC0,UTIMF - NIFTY 50 ETF,"200,000",283.22,212.554,"56,644,000",0.3,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Reits,Knowledge Realty Trust Reit,672182801,INE1JAR25012,REIT- KNOWLEDGE REALTY TRUST REIT,"1,763,109",115.52,100,"203,674,351.68",1.07,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Reits,Mindspace Business Parks Reit,672167101,INE0CCU25019,REIT- MINDSPACE BUSINESS PARKS,"459,521",464.79,367.2888770481,"213,580,765.59",1.13,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Reits,Nexus Select Trust- Reit,672182501,INE0NDH25011,REIT- NEXUS SELECT TRUST,"674,443",162.98,148.0259852352,"109,920,720.14",0.58,"18,981,004,771.4"
20251031,064,UTI Retirement Fund,Nca,Nca,NCA,INR CURNCY,NCA,"366,814,982.4",100,100,"366,814,982.4",1.93,"18,981,004,771.4"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Aditya Birla Capital Ltd,012140101,INE674K01013,EQ - ADITYA BIRLA CAPITAL LTD,"1,850,372",324.2,164.4243277298,"599,890,602.4",1.14,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Ajanta Pharma Limited,012025501,INE031B01049,EQ - AJANTA PHARMA LTD.,"217,331","2,465.3","1,490.2491612793","535,786,114.3",1.02,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Aurobindo Pharma Ltd.,012005301,INE406A01037,EQ - AUROBINDO PHARMA LTD.,"534,576","1,138.9",919.7125756862,"608,828,606.4",1.15,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Bajaj Auto Ltd.,012086501,INE917I01010,EQ - BAJAJ AUTO LTD.,"45,024","8,892.5","4,671.4123698472","400,375,920",0.76,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Bharat Petroleum Corporation Ltd.,011932701,INE029A01011,EQ - BHARAT PETROLEUM CORPN LTD.,"1,871,172",356.8,303.4924339772,"667,634,169.6",1.27,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Bharti Airtel Ltd.,012038913,IN9397D01014,EQ (RTS-PP)BHARTI AIRTEL LTD,"243,800","1,566.65",419.711628589,"381,949,270",0.72,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Bharti Airtel Ltd.,012038901,INE397D01024,EQ - BHARTI AIRTEL LTD.,"366,304","2,054.5",608.8594007709,"752,571,568",1.43,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Biocon Ltd.,012046901,INE376G01013,EQ - BIOCON LTD.,"510,670",372.1,333.4993530264,"190,020,307",0.36,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Caplin Point Laboratories Ltd,012133301,INE475E01026,EQ - CAPLIN POINT LABORATORIES LTD,"255,085","2,032.8","1,444.5098883117","518,536,788",0.98,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Coal India Ltd.,012000301,INE522F01014,EQ - COAL INDIA LTD.,"1,250,921",388.65,392.704425867,"486,170,446.65",0.92,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Colgate Palmolive India Ltd.,011907101,INE259A01022,EQ - COLGATE PALMOLIVE INDIA LTD.,"128,676","2,243","2,680.8088834748","288,620,268",0.55,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Crompton Greaves Consumer Electricals Ltd.,012132601,INE299U01018,EQ - CROMPTON GREAVES CONSUMER ELEC,"1,303,927",282.7,314.4429892011,"368,620,162.9",0.7,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Dcm Shriram Ltd.,011929201,INE499A01024,EQ - DCM SHRIRAM LTD.,"233,384","1,281.2","1,269.3509380677","299,011,580.8",0.57,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Emami Ltd.,012110801,INE548C01032,EQ - EMAMI LTD.,"889,642",534.4,510.7601648978,"475,424,684.8",0.9,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Federal Bank Ltd.,010214201,INE171A01029,EQ - FEDERAL BANK LTD.,"2,421,259",236.61,120.3704696895,"572,894,091.99",1.09,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,G R Infraprojects Ltd,012158001,INE201P01022,EQ - G R INFRAPROJECTS LTD,"392,395","1,166.6","1,177.2445700633","457,768,007",0.87,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Ghcl Ltd.,010472601,INE539A01019,EQ - GHCL LTD.,"572,260",640.2,394.9594288435,"366,360,852",0.69,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Glenmark Pharmaceuticals Ltd,012035901,INE935A01035,EQ - GLENMARK PHARMACEUTICALS LTD.,"299,399","1,891.2","1,053.0051766038","566,223,388.8",1.07,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Grasim Industries Ltd.,011700501,INE047A01021,EQ - GRASIM INDUSTRIES LTD.,"222,250","2,891.7","2,760.3674063892","642,680,325",1.22,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Great Eastern Shipping Co. Ltd.,011200201,INE017A01032,EQ - GREAT EASTERN SHIPPING CO. LTD,"522,756","1,099.6",979.6640848694,"574,822,497.6",1.09,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Hcl Technologies Ltd.,012020301,INE860A01027,EQ - HCL TECHNOLOGIES LTD.,"641,427","1,541.5","1,132.6083590027","988,759,720.5",1.87,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Hdfc Bank Ltd.,010216601,INE040A01034,EQ - HDFC BANK LIMITED,"4,027,946",987.3,669.6905040559,"3,976,791,085.8",7.54,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Hero Motocorp Ltd.,011803501,INE158A01026,EQ - HERO MOTOCORP LTD.,"95,500","5,544","4,958.8079527749","529,452,000",1,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Icici Bank Ltd,012002901,INE090A01021,EQ - ICICI BANK LTD,"2,258,644","1,345.3",388.091251968,"3,038,553,773.2",5.76,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Icici Prudential Life Insurance Company Limited,012136201,INE726G01019,EQ - ICICI PRUDENTIAL LIFE INSURA L,"379,434",591.15,660.9663289268,"224,302,409.1",0.43,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Indiamart Intermesh Ltd,012153501,INE933S01016,EQ - INDIAMART INTERMESH LTD,"123,106","2,457.9","2,204.5688998099","302,582,237.4",0.57,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Indian Bank,010201101,INE562A01011,EQ - INDIAN BANK,"487,096",858.7,373.011619886,"418,269,335.2",0.79,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Indo Count Industries Ltd.,011408901,INE483B01026,EQ - INDO COUNT INDUSTRIES LTD.,"1,113,986",283.45,309.1690172318,"315,759,331.7",0.6,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Indus Ind Bank Ltd.,012001901,INE095A01012,EQ - INDUSIND BANK,"573,708",794.8,"1,039.0271172792","455,983,118.4",0.86,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Indus Towers Limited,012121501,INE121J01017,EQ - INDUS TOWERS LIMITED,"2,900,885",363.6,336.8278359294,"1,054,761,786",2,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Infosys Ltd.,010653801,INE009A01021,EQ - INFOSYS LTD.,"1,699,346","1,482.3","1,205.9649886898","2,518,940,575.8",4.77,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Interglobe Aviation Ltd,012131601,INE646L01027,EQ - INTERGLOBE AVIATION LTD,"190,157","5,625","2,320.4672748834","1,069,633,125",2.03,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Itc Ltd.,011902201,INE154A01025,EQ - ITC LTD.,"4,904,969",420.35,285.3833589978,"2,061,803,719.15",3.91,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Jk Paper Ltd.,010902501,INE789E01012,EQ - JK PAPER LTD.,"1,217,790",397.3,365.8652480805,"483,827,967",0.92,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Kotak Mahindra Bank Ltd.,010207501,INE237A01028,EQ - KOTAK MAHINDRA BANK LTD.,"230,318","2,102.2","1,689.097958388","484,174,499.6",0.92,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,L I C Of India,010205601,INE0J1Y01017,EQ - LIC OF INDIA,"509,574",894.7,888.4912066746,"455,915,857.8",0.86,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Larsen And Toubro Limited,010608601,INE018A01030,EQ - LARSEN & TOUBRO LTD.,"374,309","4,030.9","2,364.6806880946","1,508,802,148.1",2.86,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Mahindra & Mahindra Ltd.,011800801,INE101A01026,EQ - MAHINDRA & MAHINDRA LTD.,"299,488","3,487.2","1,233.2739937827","1,044,374,553.6",1.98,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Mahindra Holidays & Resorts India Ltd.,012111501,INE998I01010,EQ - MAHINDRA HOLIDAYS & RESORTS IN,"1,215,118",328.65,379.3861043866,"399,348,530.7",0.76,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Marksans Pharma Ltd.,012056401,INE750C01026,EQ - MARKSANS PHARMA LTD.,"2,159,816",182.08,132.5920752972,"393,259,297.28",0.75,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Maruti Suzuki India Ltd.,012043501,INE585B01010,EQ - MARUTI SUZUKI INDIA LTD.,"74,858","16,186","11,383.0854431056","1,211,651,588",2.3,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Max Financial Services Ltd.,011923801,INE180A01020,EQ - MAX FINANCIAL SERVICES LTD.,"301,023","1,546.5",820.1658875235,"465,532,069.5",0.88,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Motilal Oswal Financial Services Ltd.,012078301,INE338I01027,EQ - MOTILAL OSWAL FINANCIAL SERVIC,"436,783",978,739.212451698,"427,173,774",0.81,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Mphasis Ltd,012009901,INE356A01018,EQ - MPHASIS LTD,"108,721","2,764.4","2,357.7833156428","300,548,332.4",0.57,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Niit Learning Systems Ltd,012171701,INE342G01023,EQ - NIIT LEARNING SYSTEMS LTD,"1,600,970",325,427.632145949,"520,315,250",0.99,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Nippon Life India Asset Management Ltd,012142001,INE298J01013,EQ - NIPPON LIFE INDIA ASSET MANAGE,"556,959",874.8,290.1926881691,"487,227,733.2",0.92,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Oil India Ltd.,012101601,INE274J01014,EQ - OIL INDIA LTD.,"977,264",433.35,363.8623070634,"423,497,354.4",0.8,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Petronet Lng Ltd.,012046701,INE347G01014,EQ - PETRONET LNG LTD.,"1,126,027",281.25,277.3215916403,"316,695,093.75",0.6,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Phoenix Mills Ltd,012087701,INE211B01039,EQ - PHOENIX MILLS LTD,"256,337","1,682.6",496.5090219516,"431,312,636.2",0.82,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Power Grid Corporation Of India Ltd,010503801,INE752E01010,EQ - POWER GRID CORPORATION OF INDI,"3,624,962",288.15,293.803299447,"1,044,532,800.3",1.98,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Raymond Lifestyle Ltd,012174101,INE02ID01020,EQ - RAYMOND LIFESTYLE LTD,"309,127","1,182.3",980.3419826479,"365,480,852.1",0.69,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Reliance Industries Ltd.,011501801,INE002A01018,EQ - RELIANCE INDUSTRIES LTD.,"1,418,588","1,486.4","1,214.4755019075","2,108,589,203.2",4,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Rossari Biotech Ltd,012155501,INE02A801020,EQ - ROSSARI BIOTECH LTD,"361,969",640.95,682.3190553887,"232,004,030.55",0.44,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Shivalik Bimetal Controls Ltd,012175101,INE386D01027,EQ - SHIVALIK BIMETAL CONTROLS LTD,"431,648",479.8,563.7602331993,"207,104,710.4",0.39,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Shriram Finance Ltd,010208201,INE721A01047,EQ - SHRIRAM FINANCE LTD,"1,134,109",748.9,367.881365777,"849,334,230.1",1.61,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Sp Apparels Ltd.,012135601,INE212I01016,EQ - S.P.APPARELS LTD,"390,667",739.55,341.8226726598,"288,917,779.85",0.55,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,State Bank Of India,010200901,INE062A01020,EQ - STATE BANK OF INDIA,"1,031,247",937,825.0222262659,"966,278,439",1.83,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Sundaram Finance Ltd.,010212501,INE660A01013,EQ - SUNDARAM FINANCE LTD.,"104,052","4,594.5","3,562.2206984008","478,066,914",0.91,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Tips Music Limited,012067501,INE716B01029,EQ - TIPS MUSIC LIMITED,"452,209",528.85,555.9863206394,"239,150,729.65",0.45,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Upl Ltd.,012048101,INE628A01036,EQ - UPL LTD.,"357,515",720.1,646.9082637931,"257,446,551.5",0.49,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Vedanta Ltd,010802801,INE205A01025,EQ - VEDANTA LTD,"2,820,574",493.55,426.596879901,"1,392,094,297.7",2.64,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Equity Shares,Wipro Ltd.,011909401,INE075A01022,EQ - WIPRO LIMITED,"5,440,657",240.67,246.9701227021,"1,309,402,920.19",2.48,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Invit,Indus Infra Trust,662171801,INE0NHL23019,INVIT - INDUS INFRA TRUST,"4,499,375",119.66,104.0639477283,"538,395,212.5",1.02,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Invit,Irb Invit Fund,662185201,INE183W23014,INVIT - IRB INVIT FUND,"5,180,194",62.49,60.0745206125,"323,710,323.06",0.61,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Mutual Fund Units,Nifty 10 Yr Benchmark G-Sec Etf,360077801,INF789F1AZF3,UTI Nifty 10 yr Benchmark G-Sec ETF,"1,000,000",26.02,24.27,"26,020,000",0.05,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Mutual Fund Units,Nifty 5 Yr Benchmark G-Sec Etf,360077701,INF789F1AZE6,UTI Nifty 5 yr Benchmark G-Sec ETF,"405,000",63.57,58.62,"25,745,850",0.05,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Reits,Knowledge Realty Trust Reit,672182801,INE1JAR25012,REIT- KNOWLEDGE REALTY TRUST REIT,"4,407,923",115.52,100,"509,203,264.96",0.97,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Reits,Mindspace Business Parks Reit,672167101,INE0CCU25019,REIT- MINDSPACE BUSINESS PARKS,"1,061,070",464.79,364.7423175191,"493,174,725.3",0.93,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Reits,Nexus Select Trust- Reit,672182501,INE0NDH25011,REIT- NEXUS SELECT TRUST,"2,675,704",162.98,148.086270817,"436,086,237.92",0.83,"52,764,016,615.59"
20251031,066,UTI Aggressive Hybrid Fund,Nca,Nca,NCA,INR CURNCY,NCA,"4,609,838,989.29",100,100,"4,609,838,989.29",8.74,"52,764,016,615.59"
20251031,101,UTI - MNC Fund,Equity Shares,3m India Ltd.,012040301,INE470A01017,EQ - 3M INDIA LTD.,"27,031","29,560","23,695.5941152751","799,036,360",2.75,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Abbott India Ltd.,010440301,INE358A01014,EQ - ABBOTT INDIA LTD.,"14,478","28,995","14,892.2871584473","419,789,610",1.45,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Advanced Enzyme Technologies Ltd,012138101,INE837H01020,EQ - ADVANCED ENZYME TECHNOLOGIE LT,"1,037,821",308.05,371.8841893833,"319,700,759.05",1.1,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Affle 3i Limited,012153901,INE00WC01027,EQ - AFFLE 3I LIMITED,"151,563","1,930.6","1,944.0980762455","292,607,527.8",1.01,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Akzo Nobel India Ltd.,010420501,INE133A01011,EQ - AKZO NOBEL INDIA LTD.,"70,338","3,241.7","3,517.442560778","228,014,694.6",0.79,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Astrazeneca Pharma India Ltd.,010466101,INE203A01020,EQ - ASTRAZENCA PHARMA INDIA LTD.,"14,461","9,555","9,221.5748281585","138,174,855",0.48,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Biocon Ltd.,012046901,INE376G01013,EQ - BIOCON LTD.,"649,351",372.1,330,"241,623,507.1",0.83,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Bosch Ltd.,011800901,INE323A01026,EQ - BOSCH LTD.,"15,000","37,245","15,616.90219","558,675,000",1.92,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Britannia Industries Ltd.,011900301,INE216A01030,EQ - BRITANNIA INDUSTRIES LTD.,"225,000","5,836.5","3,448.6412786222","1,313,212,500",4.52,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Cie Automotive India Ltd,012119801,INE536H01010,EQ - CIE AUTOMOTIVE INDIA LTD,"750,000",432.2,318.5939575333,"324,150,000",1.12,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Clean Science & Technology Ltd,012164701,INE227W01023,EQ - CLEAN SCIENCE & TECHNOLOGY LTD,"84,483","1,008.8","1,088.5906229656","85,226,450.4",0.29,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Coforge Ltd,012049101,INE591G01025,EQ - COFORGE LTD,"285,702","1,778.1",977.3012136772,"508,006,726.2",1.75,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Crisil Ltd,010203301,INE007A01025,EQ - CRISIL LTD.,"72,653","4,929.2","2,019.7900703343","358,121,167.6",1.23,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Cummins India Ltd.,010607501,INE298A01020,EQ - CUMMINS INDIA LTD.,"97,490","4,344.1",815.3313510104,"423,506,309",1.46,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Divis Laboratories Ltd.,012042301,INE361B01024,EQ - DIVIS LABORATORIES LTD.,"54,965","6,738","5,830.1477653052","370,354,170",1.28,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Escorts Kubota Ltd,010603301,INE042A01014,EQ - ESCORTS KUBOTA LTD,"54,597","3,786.5","2,883.4046806601","206,731,540.5",0.71,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Gland Pharma Ltd,012155601,INE068V01023,EQ - GLAND PHARMA LTD.,"424,791","1,928.9","2,344.0148960783","819,379,359.9",2.82,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Grindwell Norton Ltd.,010620501,INE536A01023,EQ - GRINDWELL NORTON LTD.,"75,000","1,689.1",410.5288629333,"126,682,500",0.44,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Gulf Oil Lubricants India Ltd,012128301,INE635Q01029,EQ - GULF OIL LUBRICANTS INDIA LTD,"320,647","1,236.8","1,046.4287544558","396,576,209.6",1.37,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Hexaware Technologies Ltd.,010219601,INE093A01041,EQ - HEXAWARE TECHNOLOGIES LTD.,"235,995",687.4,696.1830915485,"162,222,963",0.56,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Hindustan Unilever Ltd.,011901801,INE030A01027,EQ - HINDUSTAN UNILEVER LTD,"498,082","2,465.5","1,574.3188753458","1,228,021,171",4.23,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Honeywell Automation India Ltd.,010637601,INE671A01010,EQ - HONEYWELL AUTOMATION INDIA LTD,"4,644","36,495","28,020.7329543497","169,482,780",0.58,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Hyundai Motor India Ltd,012175901,INE0V6F01027,EQ - HYUNDAI MOTOR INDIA LTD,"224,656","2,438.7","2,030.3573646375","547,868,587.2",1.89,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Icici Prudential Life Insurance Company Limited,012136201,INE726G01019,EQ - ICICI PRUDENTIAL LIFE INSURA L,"240,747",591.15,489.6468638862,"142,317,589.05",0.49,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Infosys Ltd.,010653801,INE009A01021,EQ - INFOSYS LTD.,"570,000","1,482.3","1,650.6312601053","844,911,000",2.91,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Lg Electronics India Ltd,012184901,INE324D01010,EQ - LG ELECTRONICS INDIA LTD,"156,207","1,663.6","1,456.027816231","259,865,965.2",0.89,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Ltimindtree Limited,012135501,INE214T01019,EQ - LTIMindtree Limited,"87,504","5,684.5","5,774.8532125389","497,416,488",1.71,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Maruti Suzuki India Ltd.,012043501,INE585B01010,EQ - MARUTI SUZUKI INDIA LTD.,"170,000","16,186","6,590.4599548235","2,751,620,000",9.47,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Motherson Sumi Wiring India Ltd,012162801,INE0FS801015,EQ - MOTHERSON SUMI WIRING INDIA LT,"6,462,540",47.21,37.8660607161,"305,096,513.4",1.05,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Mphasis Ltd,012009901,INE356A01018,EQ - MPHASIS LTD,"244,042","2,764.4","1,671.8294925873","674,629,704.8",2.32,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Navin Fluorine International Tld.,012041601,INE048G01026,EQ - NAVIN FLUORINE INTERNATIONAL L,"59,646","5,687.4","4,841.6668113537","339,230,660.4",1.17,"29,043,527,598.76"
20251031,101,UTI - MNC Fund,Equity Shares,Nestle India Ltd.,011901101,INE239A01024,EQ - NESTLE INDIA LTD.,"1,118,301","1,271.6",751.4888408756,"1,422,031,551.6",4.9,"29,043,527,598.76"
